Matching Entries:
Sabxavqwwi: Apawwi/__n
sadA: KA/__v
sadaka: rAw/a__n
sAdI: ladak/I__n
saguNI: ajAwI/__adj
sAhabI: ajAwI/__adj
sahacAriNI: ladak/I__n
sahagAmI: ajAwI/__adj
sahagAminI: ladak/I__n
SahajAxI: ladak/I__n
SAhajAxI: ladak/I__n
sahalA: KA/__v
sahama: uT/a__v
SahaMSAhI: ladak/I__n
SAhaMSAhI: ladak/I__n
SahanAI: ladak/I__n
sAhasI: ajAwI/__adj
sahaXarmiNI: ladak/I__n
SahAxawagAha: rAw/a__n
SahAxawa: rAw/a__n
saheja: uT/a__v
sahelI: ladak/I__n
sAhibI: ladak/I__n
SAhI: ajAwI/__adj
sAhI: ladak/I__n
SahIxI: ajAwI/__adj
sahokwi: Apawwi/__n
sahoxarI: ladak/I__n
sAhUkArI: ladak/I__n
sahUliyawa: rAw/a__n
sAikila: rAw/a__n
sA: kAl/A__adj
sajA: KA/__v
sAjiSa: rAw/a__n
SAkAhArI: ajAwI/__adj
sAKa: rAw/a__n
SAka: rAw/a__n
SAKa: rAw/a__n
Sakala: rAw/a__n
sakapakA: KA/__v
saKI: ladak/I__n
SakkI: ajAwI/__adj
Sakla: rAw/a__n
SakrANI: ladak/I__n
sAkRI: ladak/I__n
SaKsIyawa: rAw/a__n
sakucA: KA/__v
saKwI: ladak/I__n
SakwiSAlI: ajAwI/__adj
sAlagiraha: rAw/a__n
salAha: rAw/a__n
salAhiyawa: rAw/a__n
salAI: ladak/I__n
salAKa: rAw/a__n
salAmawa: rAw/a__n
salAmI: ladak/I__n
salavAra: rAw/a__n
SAlI: ajAwI/__adj
sAlI: ladak/I__n
SAlinI: ladak/I__n
SAlmalI: ladak/I__n
SAlmalinI: ladak/I__n
salwanawa: rAw/a__n
sAmagrI: ladak/I__n
samA: KA/__v
SAma: rAw/a__n
samaJA: KA/__v
samAkarRI: ajAwI/__adj
samAKyA: ASA/__n
sAmaMwI: ladak/I__n
samamiwi: Apawwi/__n
sAmAnyabuxXi: SAnwi/__n
samarakRiwi: SAnwi/__n
samaraSAyI: ajAwI/__adj
samavarwI: ajAwI/__adj
samavAyI: ajAwI/__adj
samaxarSI: ajAwI/__adj
samAXi: Apawwi/__n
sAmayikI: ladak/I__n
saMBakwi: SAnwi/__n
saMBARI: ajAwI/__adj
saMBAla: uT/a__v
saMBogI: ajAwI/__adj
saMBUwi: Apawwi/__n
saMcArajIvI: ajAwI/__adj
saMcArI: ajAwI/__adj
saMcayI: ajAwI/__adj
sameta: uT/a__v
saMgawi: Apawwi/__n
saMgIwaSAlA: ASA/__n
samhAla: uT/a__v
saMhArakArI: ajAwI/__adj
saMhlAxI: ajAwI/__adj
SamI: ladak/I__n
SAmilAwI: ajAwI/__adj
samIpavarwI: ajAwI/__adj
saM: sarasoM/__n
sAM: sarasoM/__n
samiwi: Apawwi/__n
saMjIvanI: ladak/I__n
saMjo: so/__v
SaMkAnivqwwi: SAnwi/__n
saMkarI: ajAwI/__adj
saMkAya: rAw/a__n
saMkewalipi: Apawwi/__n
SaMKinI: ladak/I__n
saMkocakArI: ajAwI/__adj
saMkrAmI: ajAwI/__adj
saMkrAMwi: Apawwi/__n
saMlApI: ajAwI/__adj
sammArjanI: ladak/I__n
sammawi: Apawwi/__n
sammohanI: ladak/I__n
saMprApwi: Apawwi/__n
saMpravqwwi: Apawwi/__n
saMpraxAyavAxI: ajAwI/__adj
saMpraxAyI: ajAwI/__adj
samrAjFI: ladak/I__n
sAmrAjyalakRmI: ladak/I__n
saMsakwi: Apawwi/__n
saMsArapaxavI: ladak/I__n
saMSayacCexI: ajAwI/__adj
saMSayocCexI: ajAwI/__adj
saMsixXi: Apawwi/__n
saMskqwi: Apawwi/__n
saMSleRI: ajAwI/__adj
saMsparSI: ajAwI/__adj
saMSuxXi: Apawwi/__n
saMswuwi: Apawwi/__n
samunnawi: Apawwi/__n
samuxrI: ajAwI/__adj
saMvAhI: ajAwI/__adj
saMvAxI: ajAwI/__adj
saMviXi: Apawwi/__n
saMwoRI: ajAwI/__adj
saMXAnI: ajAwI/__adj
saMxehI: ajAwI/__adj
saMXi: Apawwi/__n
saMxUkacI: ladak/I__n
saMxUka: rAw/a__n
samyagxarSI: ajAwI/__adj
saMyamI: ajAwI/__adj
saMyogI: ajAwI/__adj
saMyoginI: ladak/I__n
SanAKwa: rAw/a__n
sanAwanI: ajAwI/__adj
sanaxI: ladak/I__n
sanI: ladak/I__n
sAnI: ladak/I__n
sanniXi: Apawwi/__n
SAnwikArI: ajAwI/__adj
SAnwisaMXi: Apawwi/__n
SAnwivAxI: ajAwI/__adj
SApamukwi: SAnwi/__n
saParI: ladak/I__n
SapaWa: rAw/a__n
sAPI: ladak/I__n
sapUwI: ladak/I__n
sapwamI: ladak/I__n
SarAba: rAw/a__n
SarAbaKorI: ladak/I__n
SarabawI: ajAwI/__adj
sarAha: uT/a__v
sarakA: KA/__v
sarakAra: rAw/a__n
SaramA: KA/__v
SaraNAgawi: Apawwi/__n
saraNi: Apawwi/__n
sAraNI: ladak/I__n
sarapata: rAw/a__n
SarArawa: rAw/a__n
sarasarA: KA/__v
sarasoM: sarasoM/__n
saraxAranI: ladak/I__n
saraxI: ladak/I__n
SAraxI: ladak/I__n
sarAya: rAw/a__n
SarIawa: rAw/a__n
sArI: ladak/I__n
sAriNI: ladak/I__n
SarIrI: ajAwI/__adj
sarjarI: ladak/I__n
SaRkuli: Apawwi/__n
Sarta: rAw/a__n
sarvaBogI: ajAwI/__adj
sarvakAmI: ajAwI/__adj
sarvAnuBUwi: SAnwi/__n
SarvarI: ladak/I__n
sarvasAkRI: ajAwI/__adj
sarvasammawi: Apawwi/__n
sarvasixXi: Apawwi/__n
sarvaSrI: ajAwI/__adj
sarvAwiSAyI: ajAwI/__adj
sarvaxarSI: ajAwI/__adj
sarvopakArI: ajAwI/__adj
sarvORaXi: Apawwi/__n
Sarwa: rAw/a__n
SarwI: ajAwI/__adj
sarxIgaramI: ladak/I__n
sarxI: ladak/I__n
SAsanapraNAlI: ladak/I__n
sAsawa: rAw/a__n
SASvawI: ladak/I__n
Saswi: Apawwi/__n
saswI: ladak/I__n
SaswrajIvI: ajAwI/__adj
SAswraviXi: Apawwi/__n
SAswraxarSI: ajAwI/__adj
SaswrI: ajAwI/__adj
SAswrI: ajAwI/__adj
SasyaSAlI: ajAwI/__adj
satA: KA/__v
SAtikA: ASA/__n
saTiyA: KA/__v
savAI: ajAwI/__adj
savArI: ladak/I__n
SavasamAXi: Apawwi/__n
sAviwrI: ladak/I__n
SawAbxI: ladak/I__n
sawA: KA/__v
SawapuwrI: ladak/I__n
SawaraMjI: ladak/I__n
sawasaMgI: ajAwI/__adj
sawAvara: rAw/a__n
SawAvarI: ladak/I__n
SawavArRikI: ajAwI/__adj
SawAvaXAnI: ladak/I__n
sawI: ladak/I__n
sawkalA: ASA/__n
sawkaWA: ASA/__n
sawkqwi: Apawwi/__n
sawsaMgawi: Apawwi/__n
sAwwvikI: ladak/I__n
sawyAgrahI: ajAwI/__adj
sawyAnAsI: ajAwI/__adj
sawyavawI: ladak/I__n
sawyaxarSI: ajAwI/__adj
saxAcArI: ajAwI/__adj
saxAkawa: rAw/a__n
saxArawa: rAw/a__n
saxarI: ladak/I__n
saXarmI: ajAwI/__adj
saXavA: ASA/__n
saxI: ladak/I__n
sAxI: ladak/I__n
SAxI: ladak/I__n
sax: BARAvix/__n
saxukwi: Apawwi/__n
sAXvI: ladak/I__n
saxyukwi: Apawwi/__n
SayanaBUmi: SAnwi/__n
SayanaSAlA: ASA/__n
SayanEkAxaSI: ladak/I__n
SAyarI: ladak/I__n
SAyI: ajAwI/__adj
SAyikA: ASA/__n
sazBala: uT/a__v
sazBAla: uT/a__v
sazdasI: ladak/I__n
sazjo: so/__v
sAzkala: rAw/a__n
sAzsa: rAw/a__n
sAzsawa: rAw/a__n
sazvAra: uT/a__v
secanI: ladak/I__n
seja: rAw/a__n
SeKI: ladak/I__n
sElAbI: ajAwI/__adj
SElI: ladak/I__n
sema: rAw/a__n
sEMdala: rAw/a__n
seMka: uT/a__v
SemuRI: ladak/I__n
seMXa: rAw/a__n
SerabakarI: ladak/I__n
SeragaDI: ladak/I__n
sEragAha: rAw/a__n
SeRarAwri: SAnwi/__n
SeravAnI: ladak/I__n
sevakAI: ladak/I__n
sevAmukwi: SAnwi/__n
sevAtahala: rAw/a__n
sevAvqwwi: Apawwi/__n
sevI: ajAwI/__adj
SEwAnI: ladak/I__n
sIdI: ladak/I__n
sIDI: ladak/I__n
sigareta: rAw/a__n
siharA: KA/__v
sI: p/I__v
siJA: KA/__v
sIJa: uT/a__v
siKA: KA/__v
sIkAkAI: ladak/I__n
SiKaMdI: ajAwI/__adj
Sikana: rAw/a__n
Sikaswa: rAw/a__n
SikAyawa: rAw/a__n
SikAyawI: ajAwI/__adj
SiKI: ajAwI/__adj
SiKinI: ladak/I__n
sikoda: uT/a__v
SikRApariRaxa: rAw/a__n
SikRApaxXawi: Apawwi/__n
SikRApraNAlI: ladak/I__n
SikRAvix: BARAvix/__n
sikuda: uT/a__v
sikudana: rAw/a__n
silabata: rAw/a__n
silA: KA/__v
silavA: KA/__v
SIlaXArI: ajAwI/__adj
SIlI: ajAwI/__adj
sillI: ladak/I__n
Silpalipi: SAnwi/__n
SilpaSAlA: ASA/__n
simata: uT/a__v
siMhalI: ajAwI/__adj
siMhanI: ladak/I__n
sIMka: rAw/a__n
siMXI: ajAwI/__adj
siMxUrI: ajAwI/__adj
SinAKwa: rAw/a__n
sIpa: rAw/a__n
siPAriSa: rAw/a__n
Sirakawa: rAw/a__n
SirakawI: ajAwI/__adj
sirI: ladak/I__n
sIrIja: rAw/a__n
SiromaNi: Apawwi/__n
SirovarwI: ajAwI/__adj
SIrRaGAwI: ajAwI/__adj
SiRtAcArI: ajAwI/__adj
sisakI: ladak/I__n
SISI: ladak/I__n
sIta: rAw/a__n
sitakinI: ladak/I__n
sItI: ladak/I__n
sITI: ladak/I__n
SivaBakwi: SAnwi/__n
SivakAMcI: ladak/I__n
SIwalaharI: ladak/I__n
SIwaraSmi: Apawwi/__n
SIwkAra: rAw/a__n
siXAI: ladak/I__n
sIXa: rAw/a__n
siXAra: uT/a__v
sIXI: ajAwI/__adj
Sixxawa: rAw/a__n
sixXi: Apawwi/__n
SleRokwi: Apawwi/__n
SlIpaxI: ajAwI/__adj
SliRtokwi: Apawwi/__n
SmaSAnaBEravI: ladak/I__n
sOBAginI: ladak/I__n
SoBI: ajAwI/__adj
sOgAwa: rAw/a__n
Soharawa: rAw/a__n
So: redio/__n
so: so/__v
SokahArI: ladak/I__n
soKa: uT/a__v
SokI: ajAwI/__adj
SoKI: ladak/I__n
solaMkI: ladak/I__n
sOparNI: ladak/I__n
sOraBeyI: ladak/I__n
sOra: rAw/a__n
SOrasenI: ladak/I__n
SoRI: ajAwI/__adj
sOrI: ladak/I__n
sOwa: rAw/a__n
sOwana: rAw/a__n
sOxAgarI: ladak/I__n
SoXa: uT/a__v
sOxAmanI: ladak/I__n
SoXanI: ladak/I__n
SoXaSAlA: ASA/__n
SoXavA: KA/__v
SqMgAraceRtA: ASA/__n
SqMgAraXArI: ajAwI/__adj
SqMgArI: ajAwI/__adj
SqMgAriNI: ladak/I__n
SqMgI: ajAwI/__adj
SramajIvI: ajAwI/__adj
SrAvaswi: SAnwi/__n
SreNi: Apawwi/__n
SreNI: ladak/I__n
SrIkIrwi: SAnwi/__n
SrImawI: ladak/I__n
SruwikIrwi: SAnwi/__n
stUdiyo: redio/__n
SuBAkAMkRI: ajAwI/__adj
SuBAMgI: ajAwI/__adj
SuBaMkarI: ajAwI/__adj
SuBasUcanA: ASA/__n
SuBaxAyI: ajAwI/__adj
sUbexArI: ladak/I__n
sUci: Apawwi/__n
sUcI: ladak/I__n
suhagina: rAw/a__n
suI: ladak/I__n
sUI: ladak/I__n
suJA: KA/__v
sUja: uT/a__v
sUJa: uT/a__v
sUjI: ladak/I__n
suKA: KA/__v
sUkarI: ladak/I__n
SUkarI: ladak/I__n
sUkRmaxehI: ajAwI/__adj
sUkwi: Apawwi/__n
Sukwi: Apawwi/__n
sulagA: KA/__v
sulA: KA/__v
sulaJA: KA/__v
sUlI: ladak/I__n
SUlI: ladak/I__n
suMxarI: ladak/I__n
sunA: KA/__v
SUnyapaxavI: ladak/I__n
SUnyaxqRti: SAnwi/__n
supArI: ladak/I__n
sUPZI: ladak/I__n
surAhI: ladak/I__n
SUramAnI: ajAwI/__adj
suraMga: rAw/a__n
surasurA: KA/__v
sUrawa: rAw/a__n
sUrawaSakala: rAw/a__n
sUrI: ajAwI/__adj
suruci: Apawwi/__n
sUryaraSmi: Apawwi/__n
sUryavaMSI: ajAwI/__adj
suswA: KA/__v
suWarI: ladak/I__n
sUwi: Apawwi/__n
sUwrakqwi: Apawwi/__n
suXAra: uT/a__v
suXAravAxI: ladak/I__n
SUxrANI: ladak/I__n
SUxrI: ladak/I__n
SuxXaGI: ajAwI/__adj
SuxXAwmA: ASA/__n
sUzda: rAw/a__n
suzGA: KA/__v
sUzGa: uT/a__v
SvAsa: rAw/a__n
SvAsanalI: ladak/I__n
svayaM: sarasoM/__n
sWAI: ladak/I__n
sWiwi: Apawwi/__n
swrI: ladak/I__n
syAhI: ladak/I__n
TagA: KA/__v
TagavA: KA/__v
tahalA: KA/__v
tahala: uT/a__v
tahanI: ladak/I__n
TaharA: KA/__v
tAI: ladak/I__n
takarAhata: rAw/a__n
takarA: KA/__v
TakaTakA: KA/__v
takkara: rAw/a__n
TAkurabAdI: ladak/I__n
TakurAnI: ladak/I__n
tAlI: ladak/I__n
Tamaka: uT/a__v
taMkAra: rAw/a__n
taMkI: ladak/I__n
tanatanA: KA/__v
tapa: rAw/a__n
tApa: rAw/a__n
tapakA: KA/__v
tarakA: KA/__v
taraka: uT/a__v
taratarA: KA/__v
tArca: rAw/a__n
tarrA: KA/__v
TaTerI: ladak/I__n
tatola: uT/a__v
TaTolI: ladak/I__n
tattI: ladak/I__n
tazgadI: ladak/I__n
tAzga: uT/a__v
tazkA: KA/__v
tAzka: uT/a__v
tAzkI: ladak/I__n
teDZI: ladak/I__n
teka: uT/a__v
tekanIka: rAw/a__n
tEksI: ladak/I__n
Tela: uT/a__v
tiddI: ladak/I__n
tI: ladak/I__n
tikA: KA/__v
tikaTI: ladak/I__n
tikulI: ladak/I__n
tIma: rAw/a__n
timatimA: KA/__v
tIna: rAw/a__n
tIpa: uT/a__v
tippaNI: ladak/I__n
TiTaka: uT/a__v
TiTolI: ladak/I__n
TiTura: uT/a__v
TodI: ladak/I__n
toha: uT/a__v
toka: uT/a__v
Tokara: rAw/a__n
tokarI: ladak/I__n
tola: rAw/a__n
tolI: ladak/I__n
ToMka: uT/a__v
toMtI: ladak/I__n
topI: ladak/I__n
trAisikala: rAw/a__n
trAlI: ladak/I__n
trAma: rAw/a__n
trAPI: ladak/I__n
trejarI: ladak/I__n
trena: rAw/a__n
treniMga: rAw/a__n
TuddI: ladak/I__n
tukadI: ladak/I__n
TukarA: KA/__v
TukavA: KA/__v
Tumaka: uT/a__v
TumarI: ladak/I__n
Tusa: uT/a__v
TUsa: uT/a__v
tUta: uT/a__v
TUzsa: uT/a__v
tyUSana: rAw/a__n
Uba: uT/a__v
ubA: KA/__v
ubala: uT/a__v
ubAla: uT/a__v
ubara: uT/a__v
ubAra: uT/a__v
uBAra: uT/a__v
uBayAnvayI: ajAwI/__adj
uBayavAxI: ajAwI/__adj
ucakA: KA/__v
uCAla: uT/a__v
uCala: uT/a__v
ucatA: KA/__v
ucata: uT/a__v
uccAkAMkRA: ASA/__n
udA: KA/__v
udZA: KA/__v
udAna: rAw/a__n
udanawaSwarI: ladak/I__n
uGada: uT/a__v
uGAda: uT/a__v
ugAha: uT/a__v
ugA: KA/__v
ugala: uT/a__v
ugalavA: KA/__v
ugravAxI: ladak/I__n
ujada: uT/a__v
ujAda: uT/a__v
ujarawa: rAw/a__n
ukaca: uT/a__v
uKada: uT/a__v
uKAda: uT/a__v
uKadavA: KA/__v
uKalI: ladak/I__n
ukasA: KA/__v
ukawA: KA/__v
ukera: uT/a__v
ukwi: Apawwi/__n
ulaJA: KA/__v
ulaJa: uT/a__v
ulaJana: rAw/a__n
ulaPawa: rAw/a__n
ulatA: KA/__v
ulatI: ladak/I__n
ulIca: uT/a__v
ullAsI: ajAwI/__adj
umada: uT/a__v
umaMga: rAw/a__n
umarakExa: rAw/a__n
umeTa: uT/a__v
ummIxa: rAw/a__n
uMgalI: ladak/I__n
Una: rAw/a__n
UnI: ajAwI/__adj
unnawi: Apawwi/__n
upaBogI: ajAwI/__adj
upaBukwi: SAnwi/__n
upacArI: ajAwI/__adj
upagAmI: ajAwI/__adj
upahArI: ajAwI/__adj
upajA: KA/__v
upajIvI: ajAwI/__adj
upakramaNikA: ASA/__n
upalabXi: Apawwi/__n
upanaxI: ladak/I__n
upaniveSI: ajAwI/__adj
upaplavI: ajAwI/__adj
uparawi: SAnwi/__n
UparI: ajAwI/__adj
upaSAKA: ASA/__n
upasaMhArI: ajAwI/__adj
upasamiwi: Apawwi/__n
upavAsI: ajAwI/__adj
upaveSikA: ASA/__n
upavIwI: ajAwI/__adj
upaviXi: Apawwi/__n
upavixyA: ASA/__n
upAXi: Apawwi/__n
upAXyAyAnI: ladak/I__n
upAXyAyI: ladak/I__n
upAyI: ajAwI/__adj
uragAri: SAnwi/__n
UrXvagAmI: ajAwI/__adj
UrXvagawi: SAnwi/__n
UrXvaxeha: rAw/a__n
usakA: KA/__v
usAsa: rAw/a__n
usAzsa: rAw/a__n
uTA: KA/__v
uTavA: KA/__v
uwanI: ajAwI/__adj
uwarA: KA/__v
uwAra: uT/a__v
uwAvalI: ajAwI/__adj
uwpAwI: ajAwI/__adj
uwWiwi: SAnwi/__n
uXada: uT/a__v
uxaragraMWi: SAnwi/__n
uxayI: ajAwI/__adj
uXeda: uT/a__v
uxGoRaNA: ASA/__n
uxyamI: ajAwI/__adj
uxyogI: ajAwI/__adj
uzcAI: ladak/I__n
UzcAI: ladak/I__n
uzdela: uT/a__v
UzGa: uT/a__v
uzgalI: ladak/I__n
UztanI: ladak/I__n
vacanakArI: ajAwI/__adj
vAcI: ajAwI/__adj
vAcoyukwi: Apawwi/__n
vAgmI: ajAwI/__adj
vahAz: vahAz/__p
vAhakawaraMga: rAw/a__n
vAhavAhI: ladak/I__n
vAhI: ladak/I__n
vAhinI: ladak/I__n
vajaha: rAw/a__n
vajanI: ajAwI/__adj
vAjibI: ajAwI/__adj
vakraxqRti: SAnwi/__n
vakrI: ajAwI/__adj
vakrokwi: Apawwi/__n
vAksixXi: SAnwi/__n
valAkI: ajAwI/__adj
vAmAkRi: SAnwi/__n
vaMca: uT/a__v
vaMgAlI: ladak/I__n
vaMkanAla: rAw/a__n
vaMkanAlI: ladak/I__n
vaMSAvalI: ladak/I__n
vaMSI: ladak/I__n
vanamAlI: ajAwI/__adj
vanaspawi: Apawwi/__n
vanavAsI: ajAwI/__adj
vanORaXi: Apawwi/__n
vApasI: ajAwI/__adj
vaPAxArI: ladak/I__n
vApi: Apawwi/__n
vApI: ladak/I__n
varajiSa: rAw/a__n
varaNI: ladak/I__n
varaxAnI: ajAwI/__adj
varaxI: ladak/I__n
varcasvI: ajAwI/__adj
vargalA: KA/__v
varNasUcI: ladak/I__n
vArRI: ladak/I__n
varRikI: ladak/I__n
vAruNI: ladak/I__n
varwi: Apawwi/__n
varxI: ladak/I__n
vaSavarwI: ajAwI/__adj
vaSI: ajAwI/__adj
vasIyawa: rAw/a__n
vAskata: rAw/a__n
vasUla: uT/a__v
vaswu: qwu/__n
vatI: ladak/I__n
vAwavyAXi: Apawwi/__n
vAwAyanI: ladak/I__n
vaXaBUmi: SAnwi/__n
vaXU: bah/U__n
vaXutI: ladak/I__n
vaXUtI: ladak/I__n
vayaHsaMXi: SAnwi/__n
vayohAni: SAnwi/__n
vESAlI: ladak/I__n
vExehI: ladak/I__n
vhiskI: ladak/I__n
viBakwi: Apawwi/__n
viBUwi: Apawwi/__n
vicAragoRTI: ladak/I__n
vicArasaraNI: ladak/I__n
vicArI: ajAwI/__adj
vicCexI: ajAwI/__adj
vicCiwwi: Apawwi/__n
vicyuwi: Apawwi/__n
vigawi: Apawwi/__n
viGAwI: ajAwI/__adj
viGnakArI: ajAwI/__adj
vigrahI: ajAwI/__adj
vijAwi: Apawwi/__n
vijayapawAkA: ASA/__n
vijFAnavAxI: ajAwI/__adj
vijFApI: ajAwI/__adj
vijFapwi: Apawwi/__n
viKaMdI: ajAwI/__adj
vikArI: ajAwI/__adj
vikasa: uT/a__v
vikqwi: Apawwi/__n
vikramI: ajAwI/__adj
vikRepaSakwi: SAnwi/__n
vikRoBI: ajAwI/__adj
vilagA: KA/__v
vinawI: ladak/I__n
vipawwi: Apawwi/__n
virAja: uT/a__v
viSvasanIyawA: gudiy/A__n
viXi: Apawwi/__n
vix: BARAvix/__n
vqwwi: Apawwi/__n
wabiyawa: rAw/a__n
wabIyawa: rAw/a__n
wAda: uT/a__v
wadaka: uT/a__v
wadaPadA: KA/__v
wadapA: KA/__v
wadapa: uT/a__v
wagA: KA/__v
wAga: uT/a__v
waha: rAw/a__n
wahakIkAwa: rAw/a__n
wahasIla: rAw/a__n
wAI: ladak/I__n
wAjapoSI: ladak/I__n
wajavIja: rAw/a__n
wakA: KA/__v
wakalI: ladak/I__n
wakalIPa: rAw/a__n
wakanAlAjI: ladak/I__n
wakanIka: rAw/a__n
wakarAra: rAw/a__n
wAkawa: rAw/a__n
wakaxIra: rAw/a__n
waKwI: ladak/I__n
WalacArI: ajAwI/__adj
walaCata: rAw/a__n
walASa: uT/a__v
walavAra: rAw/a__n
wAlI: ladak/I__n
WAlI: ladak/I__n
WamA: KA/__v
WAma: uT/a__v
wamASabInI: ladak/I__n
wAmasI: ladak/I__n
wamawamA: KA/__v
wAmIwa: rAw/a__n
wamoguNI: ajAwI/__adj
waMwrayukwi: Apawwi/__n
waMwri: Apawwi/__n
waMwrI: ladak/I__n
waMxUrI: ajAwI/__adj
wanahAI: ladak/I__n
wAna: uT/a__v
wanaKAha: rAw/a__n
wAnawaraMga: rAw/a__n
WAnexArI: ladak/I__n
WapadI: ladak/I__n
wapA: KA/__v
wApa: uT/a__v
WApa: rAw/a__n
Wapaka: uT/a__v
WapakI: ladak/I__n
wapasvinI: ladak/I__n
WapaWapA: KA/__v
wApawaraMga: rAw/a__n
waPawISa: rAw/a__n
wapiSa: rAw/a__n
warAI: ladak/I__n
warajIha: rAw/a__n
warakArI: ladak/I__n
warakIba: rAw/a__n
waraMga: rAw/a__n
waraMgiNI: ladak/I__n
waraNI: ladak/I__n
warasA: KA/__v
warASa: uT/a__v
WaraWarA: KA/__v
waraxI: ladak/I__n
wArIKa: rAw/a__n
wArIPa: rAw/a__n
warjanI: ladak/I__n
WarrA: KA/__v
waruNI: ladak/I__n
waruvallI: ladak/I__n
wasavIra: rAw/a__n
wasvIra: rAw/a__n
waSwarI: ladak/I__n
watavarwI: ladak/I__n
wavAyaPa: rAw/a__n
wAvIja: rAw/a__n
WAwi: Apawwi/__n
wawwvajFAnI: ajAwI/__adj
wawwvaxarSI: ajAwI/__adj
wawwvaxqRti: SAnwi/__n
waWyasAmagrI: ladak/I__n
wejAbI: ajAwI/__adj
WElI: ladak/I__n
welina: rAw/a__n
werahIM: sarasoM/__n
wErA: KA/__v
wEyArI: ladak/I__n
wibbawI: ajAwI/__adj
WigalI: ladak/I__n
wIja: rAw/a__n
wijorI: ladak/I__n
wikadama: rAw/a__n
wikkI: ladak/I__n
wilamilAhata: rAw/a__n
wilamilA: KA/__v
wilapattI: ladak/I__n
wIlI: ladak/I__n
wilismI: ajAwI/__adj
wInapAzca: rAw/a__n
wirAsI: ajAwI/__adj
wivArI: ladak/I__n
wiwalI: ladak/I__n
wiWi: Apawwi/__n
woda: uT/a__v
wodavA: KA/__v
wohamawa: rAw/a__n
wOhIna: rAw/a__n
wOhInI: ladak/I__n
wOlA: KA/__v
wOlavA: KA/__v
woMxa: rAw/a__n
wopa: rAw/a__n
woSaka: rAw/a__n
woyaniXi: Apawwi/__n
wqNAgni: SAnwi/__n
wqNakutI: ladak/I__n
wrAsaxI: ladak/I__n
wrayI: ladak/I__n
wruti: Apawwi/__n
wudA: KA/__v
wudavA: KA/__v
wU: w/U__p
WukA: KA/__v
WUka: uT/a__v
wuka: rAw/a__n
WukanI: ladak/I__n
WukkAPajIhawa: rAw/a__n
wulAkoti: Apawwi/__n
wUPAnI: ajAwI/__adj
wurahI: ladak/I__n
wurakI: ajAwI/__adj
wurapa: uT/a__v
wurkI: ladak/I__n
wurupa: rAw/a__n
wUwI: ladak/I__n
wUzbI: ladak/I__n
wyAga: uT/a__v
wyohArI: ladak/I__n
xabA: KA/__v
xabakA: KA/__v
xabaka: uT/a__v
xabavA: KA/__v
xaboca: uT/a__v
XadAbaMxI: ladak/I__n
xADa: rAw/a__n
Xadaka: uT/a__v
Xadakana: rAw/a__n
xADI: ladak/I__n
xagAbAjI: ladak/I__n
xagavA: KA/__v
xahAda: uT/a__v
xahakA: KA/__v
xahaka: uT/a__v
xahala: uT/a__v
xahalIja: rAw/a__n
xAI: ladak/I__n
XajjI: ladak/I__n
XakaXakAhata: rAw/a__n
XakaXakA: KA/__v
Xakela: uT/a__v
xakiyAnUsI: ajAwI/__adj
xakKinI: ladak/I__n
xAkRAyaNI: ladak/I__n
xAla: rAw/a__n
xalavA: KA/__v
xalIla: rAw/a__n
XamakA: KA/__v
xamaka: uT/a__v
XamakI: ladak/I__n
XamanI: ladak/I__n
xaMdaviXi: Apawwi/__n
xaMgalI: ajAwI/__adj
xamI: ajAwI/__adj
xaMwakaWA: ASA/__n
xAnavI: ladak/I__n
XanI: ajAwI/__adj
XAnI: ajAwI/__adj
xaPanA: KA/__v
xapata: uT/a__v
xaPwI: ladak/I__n
xarabAnI: ladak/I__n
xarabArI: ajAwI/__adj
xarAda: rAw/a__n
xaragAha: rAw/a__n
xara: rAw/a__n
XAra: rAw/a__n
xarAja: rAw/a__n
xarakA: KA/__v
xaraKAswa: rAw/a__n
xaramiyAnI: ajAwI/__adj
XAraNAvaXi: SAnwi/__n
xarAra: rAw/a__n
xaraSA: KA/__v
XarASAyI: ajAwI/__adj
xarI: ladak/I__n
xArI: ladak/I__n
XArI: ladak/I__n
xariyAPwa: rAw/a__n
xariyAxilI: ladak/I__n
XarmapawnI: ladak/I__n
XarmI: ajAwI/__adj
Xarohara: rAw/a__n
xArU: bah/U__n
xarvI: ladak/I__n
xarSA: KA/__v
XasA: KA/__v
Xasaka: uT/a__v
xAsI: ladak/I__n
xaswaka: rAw/a__n
xaswAvejI: ajAwI/__adj
xavAI: ladak/I__n
xavAwa: rAw/a__n
xAvawa: rAw/a__n
xavAxArU: bah/U__n
xAwOna: rAw/a__n
XAwrI: ladak/I__n
xAwuna: rAw/a__n
xawwaxqRti: SAnwi/__n
XaXakA: KA/__v
XaXaka: uT/a__v
xAxI: ladak/I__n
xaXipuRpI: ladak/I__n
xaXiXAnI: ladak/I__n
XazsA: KA/__v
Xazsa: uT/a__v
xegacI: ladak/I__n
xeharI: ladak/I__n
xe: l/e__v
xEnikI: ladak/I__n
Xenu: qwu/__n
xeSavyApI: ladak/I__n
xeSI: ajAwI/__adj
xesI: ladak/I__n
xEvagawi: SAnwi/__n
xevagiri: SAnwi/__n
xevakanyA: ASA/__n
xevarAnI: ladak/I__n
xevawAwmA: ASA/__n
xevaxAsI: ladak/I__n
xEvI: ajAwI/__adj
xevI: ladak/I__n
xigvijaya: rAw/a__n
xigvijayI: ajAwI/__adj
XI: ladak/I__n
xiKA: KA/__v
